Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	P17096	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3	15	1	3	1	11.7	HMGA1																																	240	396.9	370.5	127.4	85.4	39.9	42.9	19.3	28.1	709.4	63.1	37.2	75.4	16.4	12.7	102.9	72.3	82.8	30.8	70.5	83.4	29.3	155.1	90.3	48.4	20.1	16.9	7.8	43.1	10.6	25.3	44.4	217.1	8.3	66	81	80.3	73.3	223.5	86.9	55.9	329.8	56.2	60.6	53.3	106.9	82.8	91.9
Medium	Master Protein	P53990	IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1	2	1	3	1	39.7	IST1																																	59.1	126.5	156.7	53.4	32.2	39.2	67.6	25.2	34.5	140.2	41.3	35	117.3	14.4	30.3	50.7	41.5	97	43.1	71.2	64.7	57.7	180.2	75.8	50.3	20.1	14	13.5	58.8	21.4	40.8	47.3	56.2	21.5	45.5	79.7	60.6	61.7	98.7	102.4	35	192.7	37.9	61.6	51.9	27.8	49	78.9
High	Master Protein	P22695	"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3"	2	1	3	1	48.4	UQCRC2	3	6.7	10.6	8.4	10.7	9.4	9.8	2.3	5.8	9.2	4.7	6		4.2	6	7.3	36.8	5.3	21		34.2	61.1	39.9	29.3	54.6	24.2	25.7	24.4	90.4	14.3	10.5	13.1																																																
Medium	Master Protein	O14949	Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4	10	1	3	1	9.9	UQCRQ																																	98.1	447.3	223.7	192.9	61.2	174.2	82.1	50.1	55.7	530.7	65.2	87	223.2	27.4	16.4	90																																
High	Master Protein	P55854	Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2	12	1	3	1	11.6	SUMO3																																	151.7	237.3	328.2	97.2	66.9	125.3	61	27.8	65.7	348.1	50.3	44.6	112.9	30.5	21.8	55.3																	50.9	11.1	24.6	27.2	26.6	27.6	25.5	22	13.9	50	15.9	15.9	26.6	12.9	17.3	23.8
High	Master Protein	Q07666	"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1"	2	1	3	1	48.2	KHDRBS1	7.6	31.8	13.9	25.9	36.7	7.8	15.9		17.2	27.6	3.6	11.4		20	7.3	26.6	114.1	30	102.6	5.5	122.7	410.4	184.3	137.9	695.4	74.6	126.7	150.4	536.9	89.5	130.4	53.4	29.6	153.3	148	41.8	25.8	17.7	15.2	5.2	22.7	100.3	30.1	6.7	36.9	7.5	4.7	34.1																																
High	Master Protein	P46778	60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2	7	1	3	1	18.6	RPL21																																	45.5	108.7	206.6	74.9	26.7	41.7	18.8	12.8	11.4	319.5	25.8	28.7	70.4	6.7	4.3	21.6																																
High	Master Protein	P62310	U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2	12	1	3	1	11.8	LSM3																																	50.3	42.4	55.4	21.3	10.1	21.6	13.5	7.4	20.5	125.9	8.8	12.9	35.8	3.4	3.3	14.7	27.5	33.3	19.9	39.9	13.7	17.2	36	25.2	12.3	5.1	9.1	4.3	15.6	6.5	22.5	21.8																
High	Master Protein	P00746	Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5	5	1	3	1	27	CFD																	13.1	8.8	7.8		35.2	13.4	18.7	4.7	37.7	5.6	19.5	46.7	134.7	12.5	111.8	11.8																	104.4	93.6	149.2	76.2	35.6	27.7	313.6	149.4	55.9	23.5	33.2	221.5	23.3	31.3	45.5	34.1	62.9	66.6	83.2	47.7	18.7	17.6	24.4	35.2	21	156.2	69.5	43.7	20.9	27.4	48	98.1
High	Master Protein	Q9Y2Q5	Ragulator complex protein LAMTOR2 OS=Homo sapiens OX=9606 GN=LAMTOR2 PE=1 SV=1	14	1	3	1	13.5	LAMTOR2	48	68.8	32.3	34.1	79	14.5	57.6	5.5	64.3	35.4	7.5	45.8	3.9	72.3	15.2	39																																																																
Medium	Master Protein	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	1	1	3	1	99.8	ITIH3																																																	38.5	105.6	63.4	74.3	28.7	29.1	73.8	61.6	47.3	19.1	16.8	15.3	58.5	61.8	25	40.3																
Medium	Master Protein	Q9HC38	Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1	4	1	3	1	34.8	GLOD4																																																	104.8	190.1	94.2	152.6	139.4	101.4	375.5	142.2	89.1	43.9	28.8	18.6	92.8	47.2	71.9	114.8																
High	Master Protein	P20292	Arachidonate 5-lipoxygenase-activating protein OS=Homo sapiens OX=9606 GN=ALOX5AP PE=1 SV=2	8	1	3	1	18.1	ALOX5AP	107.5	23.6	31.3	22.2	96.8	29.7	78.2		1029.6	31.2	20.9	49.1	8.3	22.6	19.5	26.1																																																																
High	Master Protein	O60888	Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	8	1	3	1	19.1	CUTA																																																																	106.8	23.7	50.6	69.8	56.9	51	92.3	74.3	25.4	209.2	46	71.2	46.9	36.4	67.2	44.2
High	Master Protein	Q6UWY5	Olfactomedin-like protein 1 OS=Homo sapiens OX=9606 GN=OLFML1 PE=1 SV=2	6	1	3	1	45.9	OLFML1	5.9	14.4	18.3	2.9		4.2	11.5		5.3	7.9		8.6		6.7		13.3																																	37.5	45.5	50.3	69.2	16.6	45.1	38	45.4	45	22.7	22.8	44.1	44.4	21.2	56.8	73.1	8.6		10.7	13	2.6	7.4	5.9		2.9	4.5	19.4	15.9	5.2	8.3	4.2	5.5
Medium	Master Protein	P52848	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=NDST1 PE=1 SV=1	1	1	3	1	100.8	NDST1	150.2	5.5	9.9		133.3	2.1	54.6	4.6	94.2	3.2	4.7	6.9		19	4.7	13	572	5	43.7	3.1	63.2	22.4	63.7	70.3	52.2	27.8	27.1	90.8	203.4	40.9	313	119.2	287.5	88.9	231.3	103.5	29.9	312.9	117.7	32.1	260.2	532.6	36.7	33.3	266.7	19.9	214.8	37.7																																
High	Master Protein	Q16630	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2	5	1	3	1	59.2	CPSF6																																	5.6	13.5	19.2	5.2	3.4	5.1			2.2	20	3.8	4.2	8.9			8																	39.9	4.2	24.7	42.6	20.4	18.5	28.3	17.2	12.4	38.1	18.6	11.4	19	12.2	19.4	19.6
Medium	Master Protein	P61970	Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1	6	1	3	1	14.5	NUTF2																																	222.9	190	313.8	174.4	58.8	201.5	288.7	86.2	80.7	480.2	74.1	54.7	161	40.8	68.6	62	98	195.8	129.6	180.5	115.4	70.3	273	98.4	47.5	26.8	17.5	13.6	60.9	36.2	39.3	58.9	175.2	52.8	179.7	95.5	134.9	71.3	82	192.9	53.2	260.6	68.2	202.7	66	36.1	64.1	129.7
Medium	Master Protein	Q06732	Zinc finger protein 33B OS=Homo sapiens OX=9606 GN=ZNF33B PE=1 SV=2	1	1	3	1	90.6	ZNF33B	566.8	70.6	88.9		2399.5	105.1	1440.9	143.7	272.6	56.2	45.1	261.9	17.4	413.6	77.2	41.5	208	43.2	24.6	22.1	689.7	47.5	46.1	12	280.7	23.5	77.4	313.5	463.6	395.5	1987	1133.1																																	338.3	77.7	209.5	58.4	32.6	45.4	42.6	38.5	24	211.6	158.8	293.8	2637.4	102	107.9	214.2
Medium	Master Protein	P56385	"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2"	17	1	3	1	7.9	ATP5ME	84.4	72	45.3	44.5	102.1	36.7	85.5	28.1	190	49.1	22.5	54.8	23.9	67.2	39.4	47.8																																																																
High	Master Protein	P58546	Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	14	1	2	1	12.9	MTPN																																	85.8	86.8	134.9	60.7	35.9	51.2	56.4	15.4	51.4	116.5	30.9	33.3	94.5	31.7	27.5	38.2																	89.4	14.7	44	38.1	42.5	28.3	57.2	65.5	17.1	139.9	23.5	48.5	35.6	17.8	30.8	37.1
High	Master Protein	P54578	Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3	3	1	2	1	56	USP14																																	53.1	84.3	151	65.5	43.6	84	245.3	13.5	30.2	119.8	45	31.4	83	17.2	65.8	48.3																	64	37.2	71.4	45.3	60.1	38.5	57	71	52.3	100.5	37.1	69.7	35.4	27.5	41.8	58.3
High	Master Protein	P48059	LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4	4	1	2	1	37.2	LIMS1																																																	86.9	154	107.5	101.9	105.2	76.7	288.3	94.6	96.3	70.1	36.3	33.3	89.9	42.1	51.8	82.6																
High	Master Protein	A0A075B6I9	Immunoglobulin lambda variable 7-46 OS=Homo sapiens OX=9606 GN=IGLV7-46 PE=3 SV=4	8	1	2	1	12.5	IGLV7-46																																	89.4	151.4	99.7	46.6	23	144.4	69.8	19	92.4	139.6	55.4	29.1	83.3	36.3	28	54.2	53.8	118.2	78.4	76.3	47.4	47	139.5	96	59.2	18.6	7.5	11.3	135.6	59.9	39.5	58.1																
High	Master Protein	Q9Y230	RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	3	1	2	1	51.1	RUVBL2	80.1	88.4	46	56.7	130.6	28.1	68.9	17.3	75.9	68.6	11.5	71.1	7.6	76.4	24.6	72																																																																
High	Master Protein	Q71UM5	40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3	15	1	2	1	9.5	RPS27L																																																																	62.7	15	83.5	67.9	49.3	29.3	32.3	77.5	22.7	135.5	39.7	61.3	40.1	28.6	34.5	42.8
High	Master Protein	P29373	Cellular retinoic acid-binding protein 2 OS=Homo sapiens OX=9606 GN=CRABP2 PE=1 SV=2	10	1	2	1	15.7	CRABP2																																	148.3	40.8	555.5	85.7	42.4	57.8	32.4	47.2	16	494.4	81.1	49.9	33.7	10.2	15.5	106.1																																
Medium	Master Protein	Q13630	GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1	4	1	2	1	35.9	GFUS																																																	131.5	184.4	111.3	165.3	189.2	110.9	735.9	141	86.4	78.5	24.9	33.8	125.1	58.4	90.3	131.1	173.2	120.6	231.4	115.6	381.1	162.9	246.6	329.3	60.1	319.8	105.7	599.8	105.5	67.2	90.2	207.2
High	Master Protein	A0A1B4XLS5	S-adenosylmethionine synthase OS=Enterococcus faecalis OX=1351 GN=metK PE=3 SV=1	4	1	2	1	43.2	metK																																	12.2	52.2	69.2	11.4	14.5	5.8	8.8	4.9	6.7	27.4	11.4	6.1	21	5.8	4.3	16																																
Low	Master Protein	Q9F1F5	"Aggregation substance protein, putative OS=Enterococcus faecalis OX=1351 GN=EP0041 PE=4 SV=1"	1	1	2	1	72.8	EP0041																																																	45.5	40.9	31.5	66.8	36.6	81	34.2	58.8	58	14.8	81.7	35.7	67.7	49.7	106.9	110.7																
High	Master Protein	P62070	Ras-related protein R-Ras2 OS=Homo sapiens OX=9606 GN=RRAS2 PE=1 SV=1	5	1	2	1	23.4	RRAS2																																																	68.3	105.5	106.7	106.3	47.8	47.8	196.3	86.5	66.8	49	41.4	14.9	45.4	23.6	57.6	85.2																
High	Master Protein	P61513	60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2	20	1	2	1	10.3	RPL37A																																																																	47.4	7.5	25	40.7	22	13.6	15.2	26.7	19.1	75	30.9	23.9	13.7	30.8	26.7	39.9
High	Master Protein	O43399	Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	5	1	2	1	22.2	TPD52L2																																																	41.2	57.1	34	68.7	31	22.7	108	68.8	20.5	9.6	7.5	5.1	29.7	10.5	20.8	34.2	80.3	14	31.4	66.2	31.9	43.8	101	48.1	24.1	148.1	29.8	32.3	34.5	16.2	38.8	30.6
Low	Master Protein	Q9BPX5	Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1	8	1	2	1	16.9	ARPC5L																																	40.7	65.2	96.1	31.8	18.2	22.5	16.4	7.6	6.7	137	22.8	15.9	42.2		546.5	23.1	31.8	38.2	28.4	47.9	33	16.4	94.9	42.7	17.2	3.7	7.4	2.7	62.3		1861	32.8																
High	Master Protein	P30040	Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4	4	1	2	1	29	ERP29																																																	64.9	115.1	48.5	115.8	166.1	74.9	249.7	113.3	59.3	20	11.6	11.3	107.9	21.3	34.8	45.8	287.1	28.4	113	255.1	144.4	153.8	231.5	249.4	74.8	735.2	98.7	201.4	113	93.5	91.5	290.6
High	Master Protein	Q04760	Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4	9	1	2	1	20.8	GLO1																																																	39.4	87.8	31.4	89.7	72.2	37.4	132	52.5	26.1	15.8	6.4	6.3	25.8	19.6	27.2	38.1	92	58.3	138.3	94.4	120.7	33.9	53	130.6	23.2	104	49.2	132.7	46	21.9	59	57.6
Medium	Master Protein	P07947	Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3	1	1	2	1	60.8	YES1																																																	71.9	198.8	96.7	69	82.7	280.8	533.9	71.3	73	31.3	22.5	15.5	160.5	30.5	67.2	68.7	55.3	17.6	25.8	51.8	46.1	39.1	65.7	69.6	24.4	171.7	27.1	44.7	64	17.8	37.5	104.9
High	Master Protein	P01593	Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2	14	1	2	1	12.8	IGKV1D-33																																																																	86.2	50.4	67.6	87.6	30.9	48.4	50.6	69.5	40.9	167.3	106	54.8	48.2	31.1	108.4	111.6
High	Master Protein	Q86Y82	Syntaxin-12 OS=Homo sapiens OX=9606 GN=STX12 PE=1 SV=1	3	1	2	1	31.6	STX12	166	271.3	161	159.9	459.7	92	256.2	29.7	167.1	251.7	45.8	172.7	22.9	237.1	104.9	261.6	4.7	2.8	3.4		3.8	6.3	6.2	4.2	15.1	5.8		5.3	19.2	3	3.5																																																	
High	Master Protein	Q6ZVX7	F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1	4	1	2	1	30.8	NCCRP1																																	21.9	17.8	64.1	12.6	24.8	16.4	20.8	74.8	32.5	18	71.6	25.4	11.4	22.8	21.4	47.6																																
High	Master Protein	Q13618	Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2	1	1	2	1	88.9	CUL3																																																																	30.1	19.5	25.8	29.8	44.8	24.6	44.7	35.2	26.1	56.4	17.3	38.9	38.4	16.6	22.8	41
High	Master Protein	Q99538	Legumain OS=Homo sapiens OX=9606 GN=LGMN PE=1 SV=1	4	1	2	1	49.4	LGMN																																																	9.5	3.2	4.5	11.5	17.7	3.8	38.9	20.8	13.1	3.4		2.5	6.6	8.9		3.1	13.1	4	6.1	16.3	5.5	8.8	14.4	7.8		27.1	10.4	5.5	7.6	6	16.1	15.4
High	Master Protein	A0A0C4DH72	Immunoglobulin kappa variable 1-6 OS=Homo sapiens OX=9606 GN=IGKV1-6 PE=3 SV=1	14	1	2	1	12.7	IGKV1-6																																																	141.6	181	102	169.3	79.5	92.2	188.6	159	126.4	34.4	19.3	22.4	129	73.5	80.7	127.1	98.3	67.8	97.9	74.5	36.2	53.6	59.9	81.7	46.9	299.5	91.3	72.7	71	45.7	157.6	319.3
High	Master Protein	O00584	Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	4	1	2	1	29.5	RNASET2																																																	43	53.7	28.5	51.6	44.7	44.5	108.1	52.3	38.3	13.5	11	10.1	26.4	9.9	26.7	31.8																
High	Master Protein	Q9NX40	OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1	7	1	2	1	27.6	OCIAD1																																	18.6	81.4	35.9	24.4	10.9	25.7	16.3	7.2	12.2	74.7	13.4	11.1	32.8	4.3	7.7	9.9																																
High	Master Protein	P09234	U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1	6	1	2	1	17.4	SNRPC	162.3	315.5	129.6	156.8	402.8	28.5	229.8	11.6	171.2	234.9	26.9	183.7	16.9	249.1	43.5	216.1																																																																
High	Master Protein	P22532	Small proline-rich protein 2D OS=Homo sapiens OX=9606 GN=SPRR2D PE=2 SV=2	18	1	2	1	7.9	SPRR2D	34	96.3	44.7	55.2	23.3	340.4	20.8	84.8	240.7	112.4	65.9	139.9	91	43.1	155.8	69.4																	48.1	37.4	74.8	26.1	42.8	69.8	18.7	759.1	53.6	99	91	161.1	39.5	73.2	57.1	278.8																																
High	Master Protein	P23141	Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2	3	1	2	1	62.5	CES1																																																																	36.2	11.1	19.2	100.3	18.6	32.7	25.6	35.5	51.5	81.7	18.1	15.8	14.9	30.5	46.1	77.3
Low	Master Protein	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	2	1	2	1	52.9	PSMD12																																	55	141.8	224.2	59	51.3	32.3	69.1	17.6	37.5	115	53.2	35.5	103.4	27.8	37	65.7																																
High	Master Protein	P62333	26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1	4	1	2	1	44.1	PSMC6																	66.2	17.1	73.7		77.7	102.3	97.3	51	219.2	43.9	68.4	70.4	221.6	48.1	71.8	41.5	74.3	167.8	275.8	70.5	64.9	38.3	108.7	27.4	33.1	193.2	64.2	29.9	97.9	25.9	49.8	87																																
Low	Master Protein	Q9H6N6	Putative uncharacterized protein MYH16 OS=Homo sapiens OX=9606 GN=MYH16 PE=1 SV=2	1	1	2	1	128.2	MYH16	18.7	126.9	36	28.9	63.9	11	57.6	26.8	24.5	51.1	14.7	70.4	8.1	76	45.9	32.3	35.1	15.3	37.2		44.9	73.1	68.8	19.3	82.4	14	38.5	62.3	65.1	24.4	19.9	71.9																																																
High	Master Protein	O15511	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3	9	1	2	1	16.3	ARPC5																																	71.9	161.1	163.3	40.4	26.8	25.3	23.1	12.8	31.4	185.5	28.6	14.8	60.8	9	8.8	34	94.5	200.9	65.4	124.7	69.6	51	325.5	124.1	54.7	18.2	13.7	11.8	54	17.8	33.5	32.1																
High	Master Protein	P46976	Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4	4	1	2	1	39.4	GYG1																																																																	75.1	29.7	50.8	89.4	50.5	74	100.7	79.7	36.8	131.1	54.2	48.8	44.9	42.1	55	71
High	Master Protein	P20674	"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2"	6	1	2	1	16.8	COX5A																	14.9		10		8.5	25.2	6.5	10.9	15.3	11.4	7.1	5.3	18.8	10.6	6.5	3.6																																																
High	Master Protein	P09467	"Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5"	5	1	2	1	36.8	FBP1																	86.4	22.5	39.6	2.7	44.5	108.2	51.8	46.1	88	53.2	39.8	90.2	85.7	27.4	49.7	30.4																																																
High	Master Protein	Q96CG8	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1	3	1	2	1	26.2	CTHRC1																																	141.5	170.7	462.8	159.3	64.2	245.8	126.8	54.2	72.4	321.2	132.4	127.4	253.8	61.2	94.5	121.2																	67.4	48.8	52.6	81.8	54.7	51	57.2	50.2	21.5	63.8	38.9	63.7	60.8	32.5	59.9	55.3
High	Master Protein	P21926	CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4	4	1	2	1	25.4	CD9																																																																	30.8	38.5	38.4	32.1	41.7	26.5	35.2	26.4	15.8	21.6	31.5	39.1	30.5	24.9	43.7	28.6
High	Master Protein	P02810	Salivary acidic proline-rich phosphoprotein 1/2 OS=Homo sapiens OX=9606 GN=PRH1 PE=1 SV=2	27	1	2	1	17	PRH1; PRH2																																			2.4							3		10.5		78.2	9.2	1184																																
High	Master Protein	A0A4U3JWA3	Uncharacterized protein OS=Enterococcus faecalis OX=1351 GN=EY666_20535 PE=4 SV=1	2	1	2	1	51.2																																																		33.3	27.8	39.4	31.2	36.9	24.6	253	24.7	22.7	9.7	5.7	6.8	30.5	21.3	20.6	56.1																
Low	Master Protein	P53007	"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2"	4	1	2	1	34	SLC25A1																																																																	98.6	19.6	74.2	347.4	106	103.9	95	107.4	98.8	244.2	64.5	97.2	104.2	80.8	155.7	165.4
High	Master Protein	P48681	Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2	2	1	2	1	177.3	NES																	5.9		8.5		31.1	30.1	25.9	8.2	68.9	5.1	19.7	5.3	140.5	9.6	4	5.6																																																
Low	Master Protein	Q15847	Adipogenesis regulatory factor OS=Homo sapiens OX=9606 GN=ADIRF PE=1 SV=1	9	1	2	1	7.9	ADIRF	39.8	34.9	45	36.8	86.9	8.9	101.6	9.8	36.8	50.2	17.8	77.8	17.5	50.9	68.8	30	50.2	21.1	27.6		19	23.3	17.7	11	80.9	25.5	27	82.5	79.1	28.5	37.9	31.1																																																
High	Master Protein	Q15185	Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	8	1	2	1	18.7	PTGES3																																																																	215	48.5	177.1	188	127.6	57.8	111.7	178.8	76.6	247.3	126.1	189	86.7	71	80.1	133.6
High	Master Protein	P12838	Neutrophil defensin 4 OS=Homo sapiens OX=9606 GN=DEFA4 PE=1 SV=2	18	1	2	1	10.5	DEFA4																																																	47.1	171.1	26.4	25.8	20.8	301.1	88	27.1	7.9	3.6	3.3		53.3	4.1	46.3	9.8	7.6		3.4	4.8	2.4	7	19.7	26.6	6.2	51.5	8.6	3.9	43.7	9.2	6.5	96.1
High	Master Protein	O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	27	1	2	1	10.1	BANF1																																	86.9	86.5	105.6	89.8	27.8	47.5	31.6	27.1	18.8	350.7	29.7	49.3	58.6	13.2	14.3	23																																
Low	Master Protein	Q5VTU8	"ATP synthase subunit epsilon-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1EP2 PE=1 SV=1"	14	1	2	1	5.8	ATP5F1EP2	72.5	85.7	45.6	44.2	173.3	37.6	132	7.8	81.3	65.2	11.5	63.1	5.4	106.4	20.1	75.1	78.4	17.4	33.9	2.7	50.4	189.7	41.2	41.5	118	27.2	26.2	75.8	140	45.8	41.9	17.3																																																
Medium	Master Protein	O60762	Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1	3	1	2	1	29.6	DPM1																																																	65.5	122.7	67.7	182.4	188.2	67.1	295.1	168.1	74.6	29.4	16.1	12.3	129	27.9	37.9	67.3																
Medium	Master Protein	O60869	Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1	5	1	2	1	16.4	EDF1																	94.4	22.3	23.4	2.5	24.3	105.1	19.2	51.7	91.7	32.2	21.2	26.1	103.6	31.5	48.5	12.9																																																
High	Master Protein	Q14498	RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2	3	1	2	1	59.3	RBM39																																																																	105.5	28.3	89.8	171.4	106.6	51.9	69.1	70	44.9	132.4	84.7	78.8	59.1	55	82.4	99.3
High	Master Protein	Q14254	Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2	3	1	2	1	47	FLOT2																																	60.8	210	80.9	80.6	43.5	36.9	310.4	26.1	71.7	39.3	58.5	23.9	238.9	14.5	37.2	26.4																																
Medium	Master Protein	Q0IIM8	TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=2	1	1	2	1	128.6	TBC1D8B																																	113.1	247.6	246.5	117.7	42.1	81.1	46.1	15.7	27.1	198.5	61.3	50.5	139.2	23.4	21.3	73.1	64.2	87.6	66.2	81.3	52.8	69	252.3	56.1	55.1	18.4	16.8	12.8	138.9	33.4	53.6	68.2	108.4	14.3	51.3	93.1	61.8	107.9	176.8	119.8	57	248.4	51.3	82.5	92.2	40.5	38.8	98.4
High	Master Protein	P01034	Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	8	1	2	1	15.8	CST3																																																	85.2	73.9	67.5	99.6	47.4	48.6	185.9	112.3	56	27.7	33.4	17.3	54.8	32.6	43.7	60.8	96	29.5	70.7	81.1	55	47.6	90.8	76.9	32.4	257.7	86.3	66.2	52.8	43.6	43.7	126.5
Medium	Master Protein	Q9GZN8	UPF0687 protein C20orf27 OS=Homo sapiens OX=9606 GN=C20orf27 PE=1 SV=3	8	1	2	1	19.3	C20orf27																																																	55.5	123.1	33.8	56.6	42.8	54.7	129	46.4	32.7	17.5	10.1	13.4	43	20.9	28	27.1	95.7	26.2	62	48	42.5	42.4	69.1	133.6	36.9	226.9	45	100.6	75.2	38.4	50.2	93
